Title,Brand,Price,Prime,URL
"NYX PROFESSIONAL MAKEUP Lift & Snatch Brow Tint Pen, Espresso",NYX PROFESSIONAL MAKEUP,$10.66,yes,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Snatch-Espresso/dp/B08MRMLTKQ/ref=sr_1_249?qid=1689463128&s=beauty&sr=1-249
"got2b glue 4 brows & edges, 2in1 brow gel & hair mascara, with practical, two-sided eyebrow brush for styling and fixing baby hair, vegan formula, 16 ml",Got2B,"$7,99",yes,https://www.amazon.com/got2b-mascara-practical-two-sided-eyebrow/dp/B09BP93DP8/ref=sr_1_250?qid=1689463128&s=beauty&sr=1-250
"Peripera Ink Airy Velvet Lip Tint, Liquid Lip (0.14 fl oz, 021 FLUFFY PEACH)",Peripera,$9.90,yes,https://www.amazon.com/Peripera-Velvet-High-Pigmentation-Lightweight-Moisturizing/dp/B0B2QRHZFX/ref=sr_1_251?qid=1689463128&s=beauty&sr=1-251
BOOM! by Cindy Joseph Cosmetics Boomstick Color - Lip & Cheek Tint Makeup Sticks for Older Women & Mature Skin - Cream Blush Stick for Cheeks & Lips,BOOM! by Cindy Joseph,$28.00,yes,https://www.amazon.com/BOOM-Cindy-Joseph-Cosmetics-Boomstick/dp/B08V1CG1GF/ref=sr_1_252?qid=1689463128&s=beauty&sr=1-252
MILK MAKEUP Hydro Grip Hydrating Makeup Primer 1.52 oz/ 45 mL,Milk Makeup,$38.00,yes,https://www.amazon.com/MILK-MAKEUP-Hydro-Grip-Primer/dp/B07NRT288M/ref=sr_1_253?qid=1689463128&s=beauty&sr=1-253
"Peripera Ink the Velvet Lip Tint, Liquid Lip (0.14 fl oz, 024 MILKY NUDE)",Peripera,$9.90,yes,https://www.amazon.com/Peripera-Velvet-Tint-Liquid-MILKY/dp/B09PYSKXFL/ref=sr_1_254?qid=1689463128&s=beauty&sr=1-254
"Maybelline New York Facestudio Lasting Fix Makeup Setting Spray, Matte Finish, 3.4 fl. oz.",Maybelline New York,$7.94,yes,https://www.amazon.com/Maybelline-New-York-Facestudio-Lasting/dp/B07PGQDBWG/ref=sr_1_255?qid=1689463128&s=beauty&sr=1-255
"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Mink Mauve Metallic",Julep,$16.00,yes,https://www.amazon.com/Julep-Eyeshadow-Powder-Waterproof-Metallic/dp/B09J2BPN5K/ref=sr_1_256?qid=1689463128&s=beauty&sr=1-256
"Benefit Bad Gal Bang Volumizing Mascara, Regular Size, 0.3 Fl Oz, Black",Benefit,"$21,99",yes,https://www.amazon.com/Benefit-Bang-Mascara-Travel-Size/dp/B079K4N4GM/ref=sr_1_261?qid=1689463128&s=beauty&sr=1-261
ETUDE Dear Darling Water Tint #4 Red Grapefruit Ade | Vivid Color Lip Stain with Moisturizing Weightless & Non-sticky Finish Lip Stain | Smudge-proof & Lightweight Lip Tint | K-beauty,Etude House,$6.50,yes,https://www.amazon.com/Grapefruit-Moisturizing-Weightless-Smudge-proof-Lightweight/dp/B0C1Z5R9BX/ref=sr_1_262?qid=1689463128&s=beauty&sr=1-262
"NYX PROFESSIONAL MAKEUP Mechanical Eyeliner Pencil, Bronze",NYX PROFESSIONAL MAKEUP,$6.50,yes,https://www.amazon.com/NYX-Mechanical-Eye-Pencil-Bronze/dp/B005G9EA9M/ref=sr_1_263?qid=1689463128&s=beauty&sr=1-263
"e.l.f. Halo Glow Liquid Filter, Complexion Booster For A Glowing, Soft-Focus Look, Infused With Hyaluronic Acid, Vegan & Cruelty-Free, 5 Medium/Tan",e.l.f.,$14.00,yes,https://www.amazon.com/l-f-Complexion-Soft-Focus-Hyaluronic-Cruelty-Free/dp/B0B5MHD48T/ref=sr_1_264?qid=1689463128&s=beauty&sr=1-264
Manga Lashes Natural Look False Eyelashes Anime Lashes Mink Wispy Fluffy Spiky 3D Volume Eyelashes Pack Korean Japanese Asian Cosplay Fake Eyelashes Look Like Individual Cluster 7 Pairs by EYDEVRO,EYDEVRO,$7.96,yes,https://www.amazon.com/Natural-Eyelashes-Japanese-Individual-EYDEVRO/dp/B0BJZ945CQ/ref=sr_1_265?qid=1689463128&s=beauty&sr=1-265
"NYX PROFESSIONAL MAKEUP Tinted Eyebrow Mascara, Brunette",NYX PROFESSIONAL MAKEUP,$8.50,yes,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Mascara-Brunette/dp/B00P1HO2BU/ref=sr_1_266?qid=1689463128&s=beauty&sr=1-266
"Hydrating Lip Glow Oil, Moisturizing Lip Glow Oil, Lip Plumper Gloss, Transparent Lip Gloss, Lip Oil, Plumping Lip Oil, Lip Balm, Tinted Lip Balm Lip Care (Cherry)",Fovcos,$4.99,yes,https://www.amazon.com/Hydrating-Moisturizing-Plumper-Transparent-Plumping/dp/B0C4TDW9R4/ref=sr_1_267?qid=1689463128&s=beauty&sr=1-267
"Ardell False Eyelashes Demi Wispies Black, 1 pack (6 pairs per pack)",Ardell,"$9,08",yes,https://www.amazon.com/5-Pack-Demi-Wispies-Lashes/dp/B00YYHHI1E/ref=sr_1_268?qid=1689463128&s=beauty&sr=1-268
"Peripera Ink the Velvet Lip Tint, Liquid Lip (0.14 fl oz, 022 BOUQUET NUDE)",Peripera,$9.90,yes,https://www.amazon.com/Peripera-Velvet-Tint-Liquid-BOUQUET/dp/B09J14XLCY/ref=sr_1_269?qid=1689463128&s=beauty&sr=1-269
Eyeko Beach Waterproof Mascara,Eyeko,$24.00 ,yes,https://www.amazon.com/Eyeko-Beach-Waterproof-Mascara-0-04/dp/B07DX54KPQ/ref=sr_1_270?qid=1689463128&s=beauty&sr=1-270
"Rimmel Stay Matte Mattifying Primer, 1 oz, Pack of 1",Rimmel,$5.97,yes,https://www.amazon.com/Rimmel-Refines-Smooths-Standalone-Matteifying/dp/B00I9X3UKM/ref=sr_1_271?qid=1689463128&s=beauty&sr=1-271
ETUDE Dear Darling Water Tint Strawberry Ade (21AD) | Bright Vivid Color Lip Tint with Moisturizing Pomegranate & Grapefruit Extract to Hydrate your Lips,Etude House,$6.50,yes,https://www.amazon.com/Darling-Strawberry-Moisturizing-Pomegranate-Grapefruit/dp/B099RVK69C/ref=sr_1_272?qid=1689463128&s=beauty&sr=1-272
NATASHA MOOR Legendary Lip Liner Unbreakable (Unbreakable),NATASHA MOOR,"$18,00",yes,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjA5ODYyNzM3NjE4ODYyOjE2ODk0NjMxMjg6c3BfbXRmX2Jyb3dzZTozMDAwMTMzNTMxMzYxMDI6OjA6Og&url=%2FNATASHA-MOOR-Legendary-Liner-Unbreakable%2Fdp%2FB0BWF8ZQWV%2Fref%3Dsr_1_274_sspa%3Fqid%3D1689463128%26s%3Dbeauty%26sr%3D1-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
"Maybelline New York Fit Me Liquid Concealer Makeup, Natural Coverage, Lightweight, Conceals, Covers Oil-Free, Light, 1 Count",None,$3.41,yes,https://www.amazon.com/Maybelline-Concealer-Natural-Coverage-Oil-Free/dp/B0046VJTX8/ref=sr_1_277?qid=1689463128&s=beauty&sr=1-277
"L’Oréal Paris Infallible Never Fail Eyeliner, Carbon Black [591], 0.008 oz",L’Oréal Paris,$5.99,yes,https://www.amazon.com/LOreal-Infallible-Never-Eyeliner-Carbon/dp/B004BD0YI0/ref=sr_1_278?qid=1689463128&s=beauty&sr=1-278
"Julep Eyeshadow 101 Crème to Powder Waterproof Eyeshadow Stick, Putty Matte",Julep,$16.00,yes,https://www.amazon.com/Julep-Eyeshadow-Cr%C3%A8me-Powder-Waterproof/dp/B01LVYL8OU/ref=sr_1_279?qid=1689463128&s=beauty&sr=1-279
"Maybelline New York Brow Ultra Slim Defining Eyebrow Pencil, Soft Brown, 0.003 oz.",Maybelline New York,$7.98,yes,https://www.amazon.com/Maybelline-New-York-defining-eyebrow/dp/B07PDMZ85R/ref=sr_1_280?qid=1689463128&s=beauty&sr=1-280
"HEIMISH All Clean Balm 4.0fl.oz/120ml - Multi-Purpose Cleansing Balm | Makeup Remover, Face Wash, Pore Care, Blackhead Care, Moisturizer | Natural Aroma Oil, Balm-to-Oil Formula | Korean Skincare",HEIMISH,$14.49,yes,https://www.amazon.com/heimish-Clean-4-0fl-oz-120ml-Balm/dp/B01CJ639SM/ref=sr_1_281?qid=1689463128&s=beauty&sr=1-281
"BIC BodyMark Temporary Tattoo Markers for Skin (MTBP81-AST), Color Collection, Flexible Brush Tip, 8-Count Pack of Assorted Colors, Skin-Safe*, Cosmetic Quality",BIC,$29.49,yes,https://www.amazon.com/BIC-BodyMark-Temporary-Assorted-8-Count/dp/B07MMZ8Y1V/ref=sr_1_282?qid=1689463128&s=beauty&sr=1-282
Westmore Beauty Body Coverage Perfector 2.5 Oz/ 74ml (Natural Radiance) - Waterproof Leg And Body Makeup For Tattoo Cover Up And More - The Best Tattoo Cover Up Leg Makeup,None,$39.00,yes,https://www.amazon.com/Westmore-Beauty-Coverage-Perfector-natural-radiance/dp/B07CF7BVZK/ref=sr_1_283?qid=1689463128&s=beauty&sr=1-283
"Maybelline Full 'N Soft Washable Mascara, Very Black, 1 Count",Maybelline,$7.98,yes,https://www.amazon.com/Maybelline-Makeup-Washable-Mascara-Volumizing/dp/B0000536M2/ref=sr_1_284?qid=1689463128&s=beauty&sr=1-284
"Maybelline New York Super Stay Matte Ink Liquid Lipstick Makeup, Long Lasting High Impact Color, Up to 16H Wear, Exhilarator, Ruby Red, 1 Count",Maybelline New York,$7.98,yes,https://www.amazon.com/Maybelline-SuperStay-Long-lasting-Pigmented-Exhilarator/dp/B08H4FSGDX/ref=sr_1_285?qid=1689463128&s=beauty&sr=1-285
"Tatcha The Silk Canvas | Velvety Makeup Perfecting Primer Helps Makeup Last Longer and Instantly Perfects Skin, 20 G | 0.7 oz",TATCHA,$54.00,yes,https://www.amazon.com/Tatcha-The-Silk-Canvas/dp/B079NRPHK2/ref=sr_1_286?qid=1689463128&s=beauty&sr=1-286
"KIMUSE Soft Cream Blush Makeup, Liquid Blush for Cheeks, Weightless, Long-Wearing, Smudge Proof, Natural-Looking, Dewy Finish",KIMUSE,$9.99,yes,https://www.amazon.com/KIMUSE-Makeup-Weightless-Long-Wearing-Natural-Looking/dp/B09ZSXR1YY/ref=sr_1_287?qid=1689463128&s=beauty&sr=1-287
"Grande Cosmetics GrandeDRAMA Intense Thickening Mascara with Castor Oil, Volumizing, Conditioning, Buildable Formula",Grande Cosmetics,$25.00,yes,https://www.amazon.com/GrandeDRAMA-Intense-Thickening-Mascara-Castor/dp/B07R92F8RH/ref=sr_1_288?qid=1689463128&s=beauty&sr=1-288
Julep It's Balm: Tinted Lip Balm + Buildable Lip Color - Vintage Mauve - Natural Gloss Finish - Hydrating Vitamin E Core - Vegan,Julep,$12.00,yes,https://www.amazon.com/Julep-Its-Balm-Buildable-Hydrating/dp/B01FSJV3XK/ref=sr_1_289?qid=1689463128&s=beauty&sr=1-289
"NOONI Korean Lip Oil - Appleplum | with Apple Seed Oil, Lip Stain, Gift, Moisturizing, Glowing, Revitalizing, and Tinting for Dry Lips, 0.12 Fl Oz (Deep Purple)",NOONI,$9.60,yes,https://www.amazon.com/NOONI-Korean-Lip-Oil-Moisturizing/dp/B0BLRKW2S4/ref=sr_1_290?qid=1689463128&s=beauty&sr=1-290
"Natural Bamboo Charcoal Oil Absorbing Tissues - 100 Counts, Easy Take Out Design - Top Oil Blotting Paper, Premium Handy Face Blotting Sheets - Facial Skin Care or Make Up Must Have!",PleasingCare,$6.95,yes,https://www.amazon.com/Natural-Bamboo-Charcoal-Absorbing-Tissues/dp/B00XENXJTO/ref=sr_1_291?qid=1689463128&s=beauty&sr=1-291
"Oil Control Film Replacment for Clean & Clear Oil-absorbing Sheets,2 Pack (120 sheets) Oil Blotting Sheets For Face,9% Larger Makeup Friendly High-performance Handy Face Blotting Paper for Oily Skin",Beauty Kate,$11.99,yes,https://www.amazon.com/Beauty-Kate-Compatible-Replacment-Oil-absorbing/dp/B075182WTW/ref=sr_1_292?qid=1689463128&s=beauty&sr=1-292
"NYX PROFESSIONAL MAKEUP Fat Oil Lip Drip, Moisturizing, Shiny and Vegan Tinted Lip Gloss - Supermodel (Shimmering Magenta)",NYX PROFESSIONAL MAKEUP,$8.99,yes,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Moisturizing-Tinted/dp/B0BL94TDYQ/ref=sr_1_293?qid=1689463128&s=beauty&sr=1-293
Perricone MD No Makeup Mascara 0.28 Ounce,Perricone MD,$30.00 ,yes,https://www.amazon.com/Perricone-MD-Makeup-Mascara-0-15/dp/B07WMJYQV5/ref=sr_1_294?qid=1689463128&s=beauty&sr=1-294
"Cliganic Organic Castor Oil, 100% Pure (4oz with Eyelash Kit) - For Eyelashes, Eyebrows, Hair & Skin",None,$9.99,yes,https://www.amazon.com/Cliganic-Organic-Castor-100-Eyelash/dp/B08VWLFJJ9/ref=sr_1_295?qid=1689463128&s=beauty&sr=1-295
